Index,Season,Game,Date,Time,RefTeam,RefATT Tier,OppTeam,OppDEF Tier,GoalsScored,GoalsConc,Home/Away,Result,Shots,OnTarget,Corners,Yellows,Reds,ATTRef,MIDRef,DEFRef,OVRRef,ATTOpp,MIDOpp,DEFOpp,OVROpp,Code,RefGS,OppGD,RefS,RefST,RefC,RefBP,OppBP,ATTDEF,MIDMID,DEFATT,OVROVR,Derby,RefGSF,OppGDF,RefSF,RefSTF,OppSTDF,RefCF,RefBPF,OppBPF,Home
20202021_293,20202021,30,11/04/2021,11:30:00,Cagliari,C,Inter,A,0,1,Away,Loss,8,2,0,1,0,76,74,71,75,83,80,84,82,CagliariInter,0,0,15.6,3.9,0,10,10,-8,-6,-12,-7,0,1.4165,0.7795,14.71483333,6.868666667,5.152,8.073833333,24.16666667,13.33333333,0
20202021_298,20202021,30,11/04/2021,19:45:00,Fiorentina,B,Atalanta,B,2,3,Home,Loss,8,2,0,3,0,77,73,76,75,83,79,76,79,FiorentinaAtalanta,2.892,2.67,11.568,2.892,0,30,10,1,-6,-7,-4,0,2.390166667,1.563333333,11.61566667,5.051833333,4.255,6.43,14.16666667,13.33333333,1
20202021_294,20202021,30,11/04/2021,14:00:00,Genoa,D,Juventus,A,1,3,Away,Loss,11,3,6,3,0,72,72,74,74,85,82,84,84,GenoaJuventus,1.95,2.095,21.45,5.85,11.7,30,30,-12,-10,-11,-10,0,1.029666667,1.461833333,9.519166667,3.191333333,6.500,3.698833333,23.33333333,15,0
20202021_293,20202021,30,11/04/2021,11:30:00,Inter,A,Cagliari,D,1,0,Home,Win,15,8,5,1,0,83,80,84,82,76,74,71,75,InterCagliari,1,1,15,8,5,10,10,12,6,8,7,0,2.370833333,2.200333333,15.94633333,7.9755,8.834,7.133666667,13.33333333,24.16666667,1
20202021_294,20202021,30,11/04/2021,14:00:00,Juventus,A,Genoa,B,3,1,Home,Win,23,14,8,3,0,85,82,84,84,72,72,74,74,JuventusGenoa,4.338,3,33.258,20.244,11.568,30,30,11,10,12,10,0,3.107,1.795166667,19.50466667,8.935666667,8.780,6.562666667,15,23.33333333,1
20202021_296,20202021,29,11/04/2021,14:00:00,Lazio,B,Verona,C,1,0,Away,Win,14,5,4,2,0,82,81,78,80,74,75,73,74,LazioVerona,1.183,1.335,16.562,5.915,4.732,20,0,9,6,4,6,0,1.552666667,1.668833333,18.96133333,8.493166667,7.040,6.971,30,21.66666667,0
20202021_295,20202021,30,11/04/2021,14:00:00,Napoli,A,Sampdoria,C,2,0,Away,Win,20,9,7,3,0,83,80,81,81,77,73,72,74,NapoliSampdoria,2.366,2,23.66,10.647,8.281,30,0,11,7,4,7,0,2.890166667,2.241666667,21.95916667,9.199,6.930,6.730333333,20,24.16666667,0
20202021_297,20202021,30,11/04/2021,17:00:00,Roma,B,Bologna,C,1,0,Home,Win,14,7,4,3,0,80,77,76,79,75,75,72,74,RomaBologna,1.183,1.335,16.562,8.281,4.732,30,20,8,2,1,5,0,1.381333333,1.866,20.97333333,9.968,9.563,9.017666667,28.33333333,26.66666667,1
20202021_295,20202021,30,11/04/2021,14:00:00,Sampdoria,B,Napoli,A,0,2,Home,Loss,11,5,8,0,0,77,73,72,74,83,80,81,81,SampdoriaNapoli,0,0,21.45,9.75,15.6,0,30,-4,-7,-11,-7,0,1.3375,2.494833333,13.18566667,7.281833333,7.853,5.718,24.16666667,20,1
20202021_296,20202021,30,11/04/2021,14:00:00,Verona,C,Lazio,A,0,1,Home,Loss,4,1,5,0,0,74,75,73,74,82,81,78,80,VeronaLazio,0,0,7.8,1.95,9.75,0,20,-4,-6,-9,-6,0,1.491666667,2.1045,12.88133333,5.516,7.696,8.997333333,21.66666667,30,1
20202021_299,20202021,30,12/04/2021,19:45:00,Benevento,D,Sassuolo,D,0,1,Home,Loss,9,5,3,3,0,69,71,71,70,77,76,71,75,BeneventoSassuolo,0,0,9,5,3,30,20,-2,-5,-6,-5,0,1.127,3.201166667,10.43316667,4.587333333,12.250,4.0555,25,23.33333333,1
20202021_299,20202021,30,12/04/2021,19:45:00,Sassuolo,C,Benevento,D,1,0,Away,Win,14,4,8,2,0,77,76,71,75,69,71,71,70,SassuoloBenevento,1,1.671,14,4,8,20,30,6,5,2,5,0,2.8555,2.965,19.54666667,8.847666667,10.456,8.362,23.33333333,25,0
20202021_303,20202021,31,17/04/2021,19:45:00,Cagliari,C,Parma,C,4,3,Home,Win,23,9,0,4,0,76,74,71,75,76,74,73,74,CagliariParma,4.732,6.684,27.209,10.647,0,40,20,3,0,-5,1,0,1.083166667,2.8975,15.81483333,6.852,7.392,7.407166667,15,26.66666667,1
20202021_300,20202021,31,17/04/2021,14:00:00,Crotone,D,Udinese,C,1,2,Home,Loss,7,3,5,0,0,68,68,67,68,74,74,72,74,CrotoneUdinese,1.183,2.095,8.281,3.549,5.915,0,45,-4,-6,-7,-6,0,3.557666667,1.460833333,14.5505,7.547166667,6.830,7.564333333,30,10,1
20202021_302,20202021,31,17/04/2021,17:00:00,Fiorentina,B,Sassuolo,D,1,3,Away,Loss,7,6,4,5,0,77,73,76,75,77,76,71,75,FiorentinaSassuolo,1,1.335,7,6,4,50,30,6,-3,-1,0,0,2.872166667,2.701166667,11.96633333,5.1395,12.662,4.6555,15.83333333,23.33333333,0
20202021_303,20202021,31,17/04/2021,19:45:00,Parma,C,Cagliari,D,3,4,Away,Loss,11,6,4,2,0,76,74,73,74,76,74,71,75,ParmaCagliari,3,5.013,11,6,4,20,40,5,0,-3,-1,0,2.429333333,2.367,17.698,8.345666667,8.771,4.389,26.66666667,15,0
20202021_301,20202021,31,17/04/2021,14:00:00,Sampdoria,B,Verona,C,3,1,Home,Win,12,5,5,3,0,77,73,72,74,74,75,73,74,SampdoriaVerona,3.549,4.005,14.196,5.915,5.915,30,30,4,-2,-2,0,0,1.3375,1.724666667,15.07366667,8.183833333,7.153,7.113,22.5,18.33333333,1
20202021_302,20202021,31,17/04/2021,17:00:00,Sassuolo,C,Fiorentina,B,3,1,Home,Win,11,6,3,3,0,77,76,71,75,77,73,76,75,SassuoloFiorentina,4.338,5.013,15.906,8.676,4.338,30,50,1,3,-6,0,0,2.047166667,2.978833333,17.005,6.914333333,8.299,7.745333333,23.33333333,15.83333333,1
20202021_300,20202021,31,17/04/2021,14:00:00,Udinese,D,Crotone,D,2,1,Away,Win,14,7,7,2,1,74,74,72,74,68,68,67,68,UdineseCrotone,2,4.19,14,7,7,45,0,7,6,4,6,0,1.381333333,4.4955,15.489,6.825333333,12.233,5.602333333,10,30,0
20202021_301,20202021,31,17/04/2021,14:00:00,Verona,C,Sampdoria,C,1,3,Away,Loss,18,8,7,3,0,74,75,73,74,77,73,72,74,VeronaSampdoria,1.183,1.671,21.294,9.464,8.281,30,30,2,2,-4,0,0,1.166666667,2.241666667,9.956333333,3.891,6.596,8.022333333,18.33333333,22.5,0
20202021_305,20202021,31,18/04/2021,14:00:00,Atalanta,A,Juventus,A,1,0,Home,Win,12,2,3,3,0,83,79,76,79,85,82,84,84,AtalantaJuventus,1.95,1,23.4,3.9,5.85,30,20,-1,-3,-9,-5,0,3.042166667,1.811,19.55533333,10.2235,6.850,7.0565,10,16.66666667,1
20202021_307,20202021,31,18/04/2021,14:00:00,Benevento,D,Lazio,A,3,5,Away,Loss,16,8,4,3,0,69,71,71,70,82,81,78,80,BeneventoLazio,5.85,6.285,31.2,15.6,7.8,30,20,-9,-10,-11,-10,0,1.127,2.1045,10.63316667,4.120666667,7.530,3.9055,26.66666667,26.66666667,0
20202021_306,20202021,31,18/04/2021,14:00:00,Bologna,C,Spezia,D,4,1,Home,Win,10,7,4,1,0,75,75,72,74,69,69,67,68,BolognaSpezia,4,6.684,10,7,4,10,10,8,6,3,6,0,1.4165,2.771,19.04766667,8.501833333,8.855,5.282,28.33333333,11.66666667,1
20202021_304,20202021,31,18/04/2021,11:30:00,Genoa,D,Milan,A,1,2,Away,Loss,11,6,4,1,0,72,72,74,74,83,77,79,79,GenoaMilan,1.95,2.095,21.45,11.7,7.8,10,0,-7,-5,-9,-5,0,1.354666667,1.461833333,12.11916667,3.516333333,4.983,5.323833333,25,31.66666667,0
20202021_309,20202021,31,18/04/2021,19:45:00,Inter,A,Napoli,A,1,1,Away,Draw,10,5,3,2,0,83,80,84,82,83,80,81,81,InterNapoli,1.95,1,19.5,9.75,5.85,20,50,2,0,1,1,0,1.8145,1.659333333,12.90333333,5.934833333,6.738,5.798,15,21.66666667,0
20202021_305,20202021,31,18/04/2021,14:00:00,Juventus,A,Atalanta,B,0,1,Away,Loss,12,3,8,2,0,85,82,84,84,83,79,76,79,JuventusAtalanta,0,0,17.352,4.338,11.568,20,30,9,3,1,5,0,3.33,2.008333333,21.71433333,10.80966667,4.033,7.657333333,16.66666667,10,0
20202021_307,20202021,30,18/04/2021,14:00:00,Lazio,B,Benevento,D,5,3,Home,Win,12,8,5,2,0,82,81,78,80,69,71,71,70,LazioBenevento,5,6.675,12,8,5,20,30,11,10,9,10,0,1.552666667,2.910166667,19.55283333,7.901666667,10.236,6.971,26.66666667,26.66666667,1
20202021_304,20202021,31,18/04/2021,11:30:00,Milan,A,Genoa,B,2,1,Home,Win,18,5,5,0,0,83,77,79,79,72,72,74,74,MilanGenoa,2.892,2,26.028,7.23,7.23,0,10,9,5,7,5,0,2.103166667,1.795166667,16.738,7.280833333,8.780,6.707666667,31.66666667,25,1
20202021_309,20202021,31,18/04/2021,19:45:00,Napoli,A,Inter,A,1,1,Home,Draw,12,3,3,5,0,83,80,81,81,83,80,84,82,NapoliInter,1.95,1,23.4,5.85,5.85,50,20,-1,0,-2,-1,0,2.7845,0.7795,23.4025,9.640166667,5.011,7.443833333,21.66666667,15,1
20202021_308,20202021,31,18/04/2021,17:00:00,Roma,B,Torino,B,1,3,Away,Loss,9,4,3,2,1,80,77,76,79,77,75,76,76,RomaTorino,1.446,1.335,13.014,5.784,4.338,45,20,4,2,-1,3,0,1.2535,2.842833333,18.20866667,8.098166667,9.909,8.181333333,28.33333333,20.83333333,0
20202021_306,20202021,31,18/04/2021,14:00:00,Spezia,D,Bologna,C,1,4,Away,Loss,9,5,8,1,0,69,69,67,68,75,75,72,74,SpeziaBologna,1.183,2.095,10.647,5.915,9.464,10,10,-3,-6,-8,-6,0,1.566,2.0885,12.80433333,5.681333333,9.563,7.421666667,11.66666667,28.33333333,0
20202021_308,20202021,30,18/04/2021,17:00:00,Torino,B,Roma,B,3,1,Home,Win,23,11,11,2,0,77,75,76,76,80,77,76,79,TorinoRoma,4.338,4.005,33.258,15.906,15.906,20,45,1,-2,-4,-3,0,2.0055,1.669833333,15.41566667,7.6665,6.154,6.452166667,20.83333333,28.33333333,1
20202021_310,20202021,32,20/04/2021,19:45:00,Fiorentina,B,Verona,C,2,1,Away,Win,7,5,3,3,0,77,73,76,75,74,75,73,74,FiorentinaVerona,2.366,2.67,8.281,5.915,3.549,30,20,4,-2,2,1,0,2.797833333,2.392166667,11.687,5.6575,7.567,4.840166667,22.5,21.66666667,0
20202021_310,20202021,32,20/04/2021,19:45:00,Verona,C,Fiorentina,B,1,2,Home,Loss,11,7,5,2,0,74,75,73,74,77,73,76,75,VeronaFiorentina,1.446,1.671,15.906,10.122,7.23,20,30,-2,2,-4,-1,0,0.863833333,3.369333333,11.672,4.468333333,8.635,8.235833333,21.66666667,22.5,1
20202021_314,20202021,32,21/04/2021,19:45:00,Benevento,D,Genoa,B,2,2,Away,Draw,8,2,0,0,0,69,71,71,70,72,72,74,74,BeneventoGenoa,2.892,4.19,11.568,2.892,0,0,20,-5,-1,-1,-4,0,2.102,1.906,14.453,6.326333333,8.278,4.811166667,31.66666667,25,0
20202021_312,20202021,32,21/04/2021,19:45:00,Bologna,C,Torino,B,1,1,Home,Draw,9,2,3,4,0,75,75,72,74,77,75,76,76,BolognaTorino,1.446,1.671,13.014,2.892,4.338,40,20,-1,0,-5,-2,0,2.083166667,1.668666667,18.881,8.6685,7.308,5.282,26.66666667,16.66666667,1
20202021_317,20202021,32,21/04/2021,19:45:00,Cagliari,C,Udinese,C,1,0,Away,Win,13,5,5,2,0,76,74,71,75,74,74,72,74,CagliariUdinese,1.183,1.671,15.379,5.915,5.915,20,0,4,0,-3,1,0,1.674666667,1.643333333,18.77233333,7.640666667,6.710,5.4355,18.33333333,15.83333333,0
20202021_313,20202021,32,21/04/2021,19:45:00,Crotone,D,Sampdoria,C,0,1,Home,Loss,7,4,2,1,0,68,68,67,68,77,73,72,74,CrotoneSampdoria,0,0,8.281,4.732,2.366,10,10,-4,-5,-10,-6,0,3.513833333,2.171,14.96666667,7.656666667,8.126,7.827166667,26.66666667,27.5,1
20202021_314,20202021,32,21/04/2021,19:45:00,Genoa,D,Benevento,D,2,2,Home,Draw,10,5,3,2,0,72,72,74,74,69,71,71,70,GenoaBenevento,2,4.19,10,5,3,20,0,1,1,5,4,0,1.4825,3.187166667,14.11683333,5.072,10.345,6.2295,25,31.66666667,1
20202021_316,20202021,32,21/04/2021,19:45:00,Inter,A,Spezia,D,1,1,Away,Draw,15,6,8,0,0,83,80,84,82,69,69,67,68,InterSpezia,1,1,15,6,8,0,20,16,11,15,14,0,1.745166667,3.385,13.78733333,5.9825,9.305,6.378666667,16.66666667,13.33333333,0
20202021_315,20202021,32,21/04/2021,19:45:00,Juventus,A,Parma,C,3,1,Home,Win,14,8,6,2,0,85,82,84,84,76,74,73,74,JuventusParma,3.549,3,16.562,9.464,7.098,20,20,12,8,8,10,0,2.355,3.678166667,22.00633333,9.907666667,8.565,8.285333333,20,30,1
20202021_311,20202021,32,21/04/2021,17:30:00,Milan,A,Sassuolo,D,1,2,Home,Loss,18,7,3,0,0,83,77,79,79,77,76,71,75,MilanSassuolo,1,1,18,7,3,0,10,12,1,2,4,0,2.388,2.225333333,18.90716667,7.105666667,11.204,6.5325,25,28.33333333,1
20202021_315,20202021,32,21/04/2021,19:45:00,Parma,C,Juventus,A,1,3,Away,Loss,10,4,6,2,0,76,74,73,74,85,82,84,84,ParmaJuventus,1.95,1.671,19.5,7.8,11.7,20,20,-8,-8,-12,-10,0,2.604333333,1.755166667,15.95633333,8.370666667,6.070,4.405666667,30,20,0
20202021_313,20202021,32,21/04/2021,19:45:00,Sampdoria,B,Crotone,D,1,0,Away,Win,11,5,6,1,0,77,73,72,74,68,68,67,68,SampdoriaCrotone,1,1.335,11,5,6,10,10,10,5,4,6,0,1.688,4.3605,15.02966667,7.723666667,12.844,7.134833333,27.5,26.66666667,0
20202021_311,20202021,32,21/04/2021,17:30:00,Sassuolo,C,Milan,A,2,1,Away,Win,15,7,7,1,0,77,76,71,75,83,77,79,79,SassuoloMilan,3.9,3.342,29.25,13.65,13.65,10,0,-2,-1,-12,-4,0,2.770166667,1.461833333,18.07866667,7.966,6.379,7.285333333,28.33333333,25,0
20202021_316,20202021,32,21/04/2021,19:45:00,Spezia,D,Inter,A,1,1,Home,Draw,1,1,0,2,0,69,69,67,68,83,80,84,82,SpeziaInter,1.95,2.095,1.95,1.95,0,20,0,-15,-11,-16,-14,0,1.763166667,0.667666667,11.32883333,6.017166667,4.675,5.749,13.33333333,16.66666667,1
20202021_312,20202021,31,21/04/2021,19:45:00,Torino,B,Bologna,C,1,1,Away,Draw,18,5,7,2,0,77,75,76,76,75,75,72,74,TorinoBologna,1.183,1.335,21.294,5.915,8.281,20,40,5,0,1,2,0,2.395166667,2.159166667,18.12533333,9.3175,9.917,7.769833333,16.66666667,26.66666667,0
20202021_317,20202021,32,21/04/2021,19:45:00,Udinese,D,Cagliari,D,0,1,Home,Loss,14,4,2,0,0,74,74,72,74,76,74,71,75,UdineseCagliari,0,0,14,4,2,0,20,3,0,-4,-1,0,1.389666667,3.2025,15.87233333,7.342,8.771,6.119,15.83333333,18.33333333,1
20202021_318,20202021,32,22/04/2021,17:30:00,Atalanta,A,Roma,B,1,1,Away,Draw,22,9,8,2,1,83,79,76,79,80,77,76,79,AtalantaRoma,1.446,1,31.812,13.014,11.568,45,65,7,2,-4,0,0,2.533833333,2.114833333,19.95533333,9.040166667,8.157,7.364833333,15,32.5,0
20202021_319,20202021,31,22/04/2021,19:45:00,Lazio,B,Napoli,A,2,5,Away,Loss,14,4,3,4,0,82,81,78,80,83,80,81,81,LazioNapoli,3.9,2.67,27.3,7.8,5.85,40,40,1,1,-5,-1,0,2.386,1.5475,17.80666667,7.854833333,5.622,6.424166667,26.66666667,26.66666667,0
20202021_319,20202021,32,22/04/2021,19:45:00,Napoli,A,Lazio,A,5,2,Home,Win,10,8,2,4,0,83,80,81,81,82,81,78,80,NapoliLazio,9.75,5,19.5,15.6,3.9,40,40,5,-1,-1,1,0,2.518,2.595,24.345,9.037833333,8.095,7.235833333,26.66666667,26.66666667,1
20202021_318,20202021,32,22/04/2021,17:30:00,Roma,B,Atalanta,B,1,1,Home,Draw,14,3,4,4,1,80,77,76,79,83,79,76,79,RomaAtalanta,1.446,1.335,20.244,4.338,5.784,65,45,4,-2,-7,0,0,1.0125,1.659166667,17.48566667,7.616166667,3.834,8.181333333,32.5,15,1
20202021_321,20202021,33,24/04/2021,17:00:00,Crotone,D,Parma,C,4,3,Away,Win,13,5,5,2,0,68,68,67,68,76,74,73,74,CrotoneParma,4.732,8.38,15.379,5.915,5.915,20,30,-5,-6,-9,-6,0,2.549833333,3.510666667,11.76783333,6.035333333,8.786,6.2935,21.66666667,28.33333333,0
20202021_320,20202021,33,24/04/2021,14:00:00,Genoa,D,Spezia,D,2,0,Home,Win,11,6,0,2,0,72,72,74,74,69,69,67,68,GenoaSpezia,2,4.19,11,6,0,20,20,5,3,5,6,0,1.815833333,3.2025,14.0965,5.423333333,9.607,6.4885,21.66666667,13.33333333,1
20202021_321,20202021,33,24/04/2021,17:00:00,Parma,C,Crotone,D,3,4,Home,Loss,15,4,7,3,0,76,74,73,74,68,68,67,68,ParmaCrotone,3,5.013,15,4,7,30,20,9,6,5,6,0,2.206333333,4.138,16.55533333,8.224666667,12.622,5.632666667,28.33333333,21.66666667,1
20202021_322,20202021,33,24/04/2021,19:45:00,Sampdoria,B,Sassuolo,D,0,1,Away,Loss,9,3,3,0,0,77,73,72,74,77,76,71,75,SampdoriaSassuolo,0,0,9,3,3,0,0,6,-3,-5,-1,0,1.521333333,1.835,15.02966667,7.723666667,10.421,7.634833333,22.5,25,0
20202021_322,20202021,33,24/04/2021,19:45:00,Sassuolo,C,Sampdoria,C,1,0,Home,Win,14,8,8,0,0,77,76,71,75,77,73,72,74,SassuoloSampdoria,1.183,1.671,16.562,9.464,9.464,0,0,5,3,-6,1,0,2.828666667,1.614,20.19333333,8.663666667,8.130,8.377333333,25,22.5,1
20202021_320,20202021,33,24/04/2021,14:00:00,Spezia,D,Genoa,B,0,2,Away,Loss,7,1,3,2,0,69,69,67,68,72,72,74,74,SpeziaGenoa,0,0,10.122,1.446,4.338,20,20,-5,-3,-5,-6,0,1.9215,2.381833333,9.3205,5.1755,8.087,5.249,13.33333333,21.66666667,0
20202021_327,20202021,33,25/04/2021,19:45:00,Atalanta,A,Bologna,C,5,0,Home,Win,26,12,8,0,0,83,79,76,79,75,75,72,74,AtalantaBologna,5.915,5,30.758,14.196,9.464,0,35,11,4,1,5,0,2.774833333,1.881666667,22.00733333,10.23416667,9.696,7.017833333,20.83333333,33.33333333,1
20202021_323,20202021,33,25/04/2021,11:30:00,Benevento,D,Udinese,C,2,4,Home,Loss,22,9,11,2,0,69,71,71,70,74,74,72,74,BeneventoUdinese,2.366,4.19,26.026,10.647,13.013,20,20,-3,-3,-3,-4,0,2.417333333,1.921833333,15.54766667,6.475,7.546,4.6445,25,14.16666667,1
20202021_327,20202021,33,25/04/2021,19:45:00,Bologna,C,Atalanta,B,0,5,Away,Loss,9,3,3,1,1,75,75,72,74,83,79,76,79,BolognaAtalanta,0,0,13.014,4.338,4.338,35,0,-1,-4,-11,-5,0,1.999166667,1.715,15.525,6.8755,4.335,5.03,33.33333333,20.83333333,0
20202021_326,20202021,33,25/04/2021,17:00:00,Cagliari,C,Roma,B,3,2,Home,Win,10,6,4,3,0,76,74,71,75,80,77,76,79,CagliariRoma,4.338,5.013,14.46,8.676,5.784,30,10,0,-3,-9,-4,0,1.4775,2.2815,19.36383333,7.640666667,8.958,5.4355,16.66666667,41.66666667,1
20202021_324,20202021,33,25/04/2021,14:00:00,Fiorentina,B,Juventus,A,1,1,Home,Draw,11,6,7,3,0,77,73,76,75,85,82,84,84,FiorentinaJuventus,1.95,1.335,21.45,11.7,13.65,30,10,-7,-9,-9,-9,1,2.600666667,1.755166667,11.88416667,5.6575,5.235,4.840166667,27.5,20,1
20202021_325,20202021,33,25/04/2021,14:00:00,Inter,A,Verona,C,1,0,Home,Win,10,4,3,0,0,83,80,84,82,74,75,73,74,InterVerona,1.183,1,11.83,4.732,3.549,0,30,10,5,10,8,0,1.670833333,2.503833333,15.08233333,6.7415,8.013,6.025,16.66666667,21.66666667,1
20202021_324,20202021,33,25/04/2021,14:00:00,Juventus,A,Fiorentina,B,1,1,Away,Draw,7,1,2,1,0,85,82,84,84,77,73,76,75,JuventusFiorentina,1.446,1,10.122,1.446,2.892,10,30,9,9,7,9,1,2.4465,2.812333333,23.26666667,10.31833333,8.914,8.635,20,27.5,0
20202021_326,20202021,33,25/04/2021,17:00:00,Roma,B,Cagliari,D,2,3,Away,Loss,12,7,10,1,0,80,77,76,79,76,74,71,75,RomaCagliari,2,2.67,12,7,10,10,30,9,3,0,4,0,1.0125,2.7575,16.52166667,7.375166667,9.055,7.458333333,41.66666667,16.66666667,0
20202021_323,20202021,33,25/04/2021,11:30:00,Udinese,D,Benevento,D,4,2,Away,Win,10,7,2,2,0,74,74,72,74,69,71,71,70,UdineseBenevento,4,8.38,10,7,2,20,20,3,3,3,4,0,1.056333333,3.536333333,16.20566667,6.675333333,9.647,5.619,14.16666667,25,0
20202021_325,20202021,33,25/04/2021,14:00:00,Verona,C,Inter,A,0,1,Away,Loss,12,1,8,3,0,74,75,73,74,83,80,84,82,VeronaInter,0,0,23.4,1.95,15.6,30,0,-10,-5,-10,-8,0,1.104833333,1.016833333,11.723,5.830333333,4.524,6.840833333,21.66666667,16.66666667,0
20202021_329,20202021,32,26/04/2021,19:45:00,Lazio,B,Milan,A,3,0,Home,Win,14,6,1,2,0,82,81,78,80,83,77,79,79,LazioMilan,5.85,4.005,27.3,11.7,1.95,20,0,3,4,-5,1,0,2.711,2.018833333,18.13166667,7.529833333,8.050,6.099166667,31.66666667,25,1
20202021_329,20202021,33,26/04/2021,19:45:00,Milan,A,Lazio,A,0,3,Away,Loss,15,6,9,0,0,83,77,79,79,82,81,78,80,MilanLazio,0,0,29.25,11.7,17.55,0,20,5,-4,-3,-1,0,2.160333333,2.928333333,19.54116667,7.483666667,8.595,6.835333333,25,31.66666667,0
20202021_328,20202021,33,26/04/2021,17:30:00,Napoli,A,Torino,B,2,0,Away,Win,25,10,11,1,0,83,80,81,81,77,75,76,76,NapoliTorino,2.892,2,36.15,14.46,15.906,10,55,7,5,4,5,0,3.818,1.613833333,23.045,10.01283333,7.198,6.585833333,28.33333333,20,0
20202021_328,20202021,32,26/04/2021,17:30:00,Torino,B,Napoli,A,0,2,Home,Loss,15,6,8,3,1,77,75,76,76,83,80,81,81,TorinoNapoli,0,0,29.25,11.7,15.6,55,10,-4,-5,-7,-5,0,2.267333333,1.9925,19.72433333,9.003333333,5.845,8.825,20,28.33333333,1
20202021_332,20202021,34,01/05/2021,19:45:00,Benevento,D,Milan,A,0,2,Away,Loss,14,2,7,0,0,69,71,71,70,83,77,79,79,BeneventoMilan,0,0,27.3,3.9,13.65,0,20,-10,-6,-12,-9,0,2.570666667,2.519666667,16.02933333,6.8035,8.552,4.885333333,23.33333333,19.16666667,0
20202021_331,20202021,34,01/05/2021,17:00:00,Crotone,D,Inter,A,0,2,Home,Loss,6,1,4,1,0,68,68,67,68,83,80,84,82,CrotoneInter,0,0,11.7,1.95,7.8,10,20,-16,-12,-16,-14,0,2.6885,0.794333333,12.381,6.046166667,3.913,6.954333333,20,15,1
20202021_331,20202021,34,01/05/2021,17:00:00,Inter,A,Crotone,D,2,0,Away,Win,23,10,11,2,0,83,80,84,82,68,68,67,68,InterCrotone,2,2,23,10,11,20,10,16,12,16,14,0,1.386,4.306,13.921,6.566166667,11.733,4.6885,15,20,0
20202021_332,20202021,34,01/05/2021,19:45:00,Milan,A,Benevento,D,2,0,Home,Win,20,11,6,2,0,83,77,79,79,69,71,71,70,MilanBenevento,2,2,20,11,6,20,0,12,6,10,9,0,2.160333333,4.043,20.51616667,8.133666667,10.534,8.135333333,19.16666667,23.33333333,1
20202021_330,20202021,34,01/05/2021,14:00:00,Spezia,D,Verona,C,1,1,Away,Draw,12,2,5,2,0,69,69,67,68,74,75,73,74,SpeziaVerona,1.183,2.095,14.196,2.366,5.915,20,60,-4,-6,-7,-6,0,1.6805,1.835,9.5615,4.6935,6.452,4.767,16.66666667,23.33333333,0
20202021_330,20202021,34,01/05/2021,14:00:00,Verona,C,Spezia,D,1,1,Home,Draw,7,6,5,6,0,74,75,73,74,69,69,67,68,VeronaSpezia,1,1.671,7,6,5,60,20,7,6,4,6,0,0.7715,3.400833333,13.623,4.988666667,10.202,8.6075,23.33333333,16.66666667,1
20202021_336,20202021,34,02/05/2021,14:00:00,Atalanta,A,Sassuolo,D,1,1,Away,Draw,10,9,4,1,1,83,79,76,79,77,76,71,75,AtalantaSassuolo,1,1,10,9,4,35,85,12,3,-1,4,0,3.260666667,1.1675,24.80033333,11.10016667,7.751,8.095166667,17.5,21.66666667,0
20202021_334,20202021,34,02/05/2021,14:00:00,Bologna,C,Fiorentina,B,3,3,Home,Draw,11,6,3,2,0,75,75,72,74,77,73,76,75,BolognaFiorentina,4.338,5.013,15.906,8.676,4.338,20,20,-1,2,-5,-1,1,1.407666667,2.629833333,15.72233333,6.218333333,6.986,5.358666667,35.83333333,30.83333333,1
20202021_335,20202021,34,02/05/2021,14:00:00,Cagliari,C,Napoli,A,1,1,Away,Draw,12,7,1,3,0,76,74,71,75,83,80,81,81,CagliariNapoli,1.95,1.671,23.4,13.65,1.95,30,10,-5,-6,-12,-6,0,1.8755,1.9925,16.89883333,6.811666667,6.068,3.7995,21.66666667,25,0
20202021_334,20202021,34,02/05/2021,14:00:00,Fiorentina,B,Bologna,C,3,3,Away,Draw,9,4,5,2,0,77,73,76,75,75,75,72,74,FiorentinaBologna,3.549,4.005,10.647,4.732,5.915,20,20,5,-2,1,1,1,2.259,2.4925,13.62583333,6.440833333,9.693,6.615166667,30.83333333,35.83333333,0
20202021_333,20202021,34,02/05/2021,11:30:00,Genoa,D,Lazio,A,3,4,Away,Loss,10,5,4,4,0,72,72,74,74,82,81,78,80,GenoaLazio,5.85,6.285,19.5,9.75,7.8,40,30,-6,-9,-8,-6,0,1.952,2.23,13.95816667,5.831833333,8.548,5.3055,20,35,0
20202021_337,20202021,34,02/05/2021,17:00:00,Juventus,A,Udinese,C,2,1,Away,Win,13,4,6,0,0,85,82,84,84,74,74,72,74,JuventusUdinese,2.366,2,15.379,4.732,7.098,0,30,13,8,10,10,0,2.6875,2.271,21.12033333,9.059333333,9.641,7.617,18.33333333,15.83333333,0
20202021_333,20202021,33,02/05/2021,11:30:00,Lazio,B,Genoa,B,4,3,Home,Win,18,12,7,3,0,82,81,78,80,72,72,74,74,LazioGenoa,5.784,5.34,26.028,17.352,10.122,30,40,8,9,6,6,0,3.186,2.032666667,18.84833333,7.979833333,7.388,5.590833333,35,20,1
